no ,id_topeng ,nama_topeng,tahun ,lokasi ,alamat lengkap,deskripsi,latitude,longitude ,Image 
108,TP108,Royal Jauk Keras ,-,"Private Collection, France",,"Long and elegant, this white-faced, sharp-beaked bird most probably represents Jatayu, the mythological vulture from the Ramayana. In the story, Jatayu heroically attempts to come to the rescue of Princess Sita as she is being kidnapped by Rawana, the raksasa-king of Alengka (Sri Lanka). As he lies dying, he sets the main events of the Ramayana Epic in motion by telling Prince Rama about the abduction of his wife.

With golden teeth, bushy eyebrows and large, unusually shaped eyes, this is an example of early precolonial Balinese mask-making at its height. Because of its shape, it has also been suggested that the mask was once placed on the head of a large royal kite in the shape of a bird (janggan). Spanning three or more meters in width, with cloth tails up to 60 meters long billowing in the air behind them, these magnificent aircraft were flown in great competitions off Sanur Beach from June to August, riding on the powerful cool breezes of the eastern monsoon.",46.227638,2.213749,TP108.jpg
109,TP109,Jauk Keras ,-,"Collection Nationaal Museum van Wereldculturen, Leiden",,"This lively mask of a dynamic and important minister is notable for its light blue complexion. The precision of the gold leaf and polychrome drawing, along with the inlaid mother-of-pearl teeth are typical of Denpasar's master mask makers of the first decades of the 20th century. Frits Liefkes was a furniture curator at the Rijksmuseum in Amsterdam, who put together an important collection of Balinese and Indonesia art, which he bequeathed to the Ethnographic Museum in Leiden, which published a book, Living with Indonesian Art:
The Frits Liefkes Collection (Brinkgeve, 2013).",52.164104,4.483984,TP109.jpg
110,TP110,Jauk Keras ,-,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Despite being from opposite sides of the island, these two Jauk Keras masks are remarkably similar. In both cases the artists of used dark complexions and emphasized deep facial lines to achieve the same brooding attitude. The use of gold, in the example from Denpasar, is especially masterful. The main differences are the size of the eyes, those on the left are larger and the number of teeth, in one case four the other six. The mask from Singaraja also has magical gold symbols between his eyebrows, one an upward facing crescent moon, where the other has bumps with lines.",52.164104,4.483984,TP110.jpg
111,TP111,Frowning Jauk Keras ,-,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"Red-faced, with raised eyebrows, tense forehead, snoutlike nose and mouth open as if yelling, this unusual Jauk Keras may actually be a Penamprat, an evil character who appears during various sacred dances to drive away the beneficent Telek. While often, as here, heavily worn from use, old collections, such as that now held in the Sriada family temple, offer important pieces of information in the reconstruction of the history of mask making and dancing on the island. Probably because he was not himself a mask maker, Sriada often inscribed the names of artists and their villages on the backsides. While there is currently no further information about I Rentuh, the sheer power of this example proves that the number of masters working was far broader than we now know.",-8.65528,115.21734,TP111.jpg
112,TP112,Jauk Keras,-,"I Made Bandem, Collection",,"This pair of classic Jauk masks are the creation of I Dewa Raka Pajengan and I Wayan Tangguh. The orange-red color of the Jauk Keras stands in contrast to the pristine white of the Jauk Manis, manifesting two ends of a spectrum. It is also notable that the masks were made to portray the two sides of Bhatari Durga, the goddess who presides over the nether regions and all ceremonies related to death. The mask from Tangguh, a reproduction of one from Pemedilan was especially made for a young dancer by the name of I Made Bandem. Its still remains in his personal collection.",-8.592818,115.254729,TP112.jpg
113,TP113,Jauk Keras ,-,"Collection Sanggar Seni Kakul, Batuan",,"This pair of classic Jauk masks are the creation of I Dewa Raka Pajengan and I Wayan Tangguh. The orange-red color of the Jauk Keras stands in contrast to the pristine white of the Jauk Manis, manifesting two ends of a spectrum. It is also notable that the masks were made to portray the two sides of Bhatari Durga, the goddess who presides over the nether regions and all ceremonies related to death. The mask from Tangguh, a reproduction of one from Pemedilan was especially made for a young dancer by the name of I Made Bandem. Its still remains in his personal collection.",-8.584877,115.277934,TP113.jpg
114,TP114,Refined Jauk ,1900,"Private Collection, Bali ",,"With a white complexion, large bulging eyes and bushy moustache out-lining and open mouth with four exposed teeth and tongue between his lips, this Jauk mask is still attached to its original tiered headdress. The pointy golden cone-shaped grooved ornament between a top his third eye is extremely rare and probably signifies higher status. Associated with the underworld, Jauk are used in a number of dances, most notably grand battles between Rangda and her eternal rival the Barong.",-8.409518,115.188916,TP114.jpg
115,TP115,Jauk Manis ,1920,"Private Collection, Switzerland",,"While best known for his remarkable drawings, long before he achieved fame in the 1930s for his art, Lempad, was a famed traditional architect, sculptor and mask maker, who had earned the title of master (undagi), already in the late 19th century. While a number of unpainted masks made by him are on display in his family compound in Ubud, these are later and more modenistic.

This is perhaps the only example of a traditional polychromed mask from this extraordinary artist who died in 1978 at the age of 116. Depicting a refined Jauk, as all his works it relies on precise lines and effortlessly perfect balance.

The mask is unique because of the artist's use of small white dots around the pupils. The mask was bought by the present owner in 1974 from Tjokorda Gde Agung Suyasa of Puri Saren Kauh.",47.3769,8.5417,TP115.jpg
116,TP116,"Jauk Manis Bendesa, Refined jauk as Village Headman ",19th century,"Museum Sonobudoyo, Yogyakarta",,"With a white complexion, wide open eyes staring ahead with intensity, flared nostrils, moustache and grinning mouth, this is a classical Jauk Manis or refined Jauk from the 19th century. In the original notes of the Java Institute (1919-1942), it is described as a Jauk Bendesa or village headman. In 1935 the institute's collection, which included Balinese as well as Javanese artifacts, was housed in its current location near the royal palace of the sultan of Yogyakarta. Officially named Kayu Winayangan ing Brahmana Budha, this was shortened by most to Sonobudoyo. Although the Java Institute was disbanded after the Japanese invasion, responsibility for Sonobudoyo was given to local officials. In 1974 it was handed over to the national government.",-7.802257,110.359438,TP116.jpg
117,TP117,Refined Demon (Jauk Manis),1930,"Museum Bali, Denpasar",,"To the left is a mean looking Jauk Penamprat, a unique type of Jauk mask used in the vicinity of Denpasar, the old capital of the mighty Badung Kingdom. As befitting its status as a demonic figure it appears during ritual Barong and Rangda dances. Smaller than classic Jauk masks, its complexion is steely grey rather than red or white. With large eyes, pronounced facial lines, long bushy eyebrows and a moustache tinged with white, he is apparently of middle-age and not in good humor. The second mask to the right, is a tour de force. Full-faced with copious black hair and red eyes, the laugh lines on his face and large smile are nonetheless unnerving. This ambiguity is typical of the best Jauk Manis masks. The gilded silver jewelry on his third eye and forehead is a later addition.",-8.657398,115.218579,TP117.jpg
118,TP118,Refined Jauk (Jauk Manis),1939,"Collection Nationaal Museum van Wereldculturen, Leiden",,"This is one of several masks collected in the mountain village of Kintamani before World War Two that are now in the collection of the Nationaal Museum van Wereldculturen in Leiden. Located on Kintamani, the westem rim of an extinct caldera overlooking Lake Batur, Kintamani is an important crossreads connecting north and south Bali. With spectacular views of Gunung Agung and Gunung Batur, it is home to many important temples including Pura Ulun Danu Batur, which attracts worshippers from around the island. These temples also received royal patronage from the northern kingdom of Buleleng and Bangli, the regency to which it belongs.",52.164104,4.483984,TP118.jpg
